sex,age,avg_income,avg_spend,avg_debt,avg_debt_credit,avg_credit_rat,vehicle_own_rat
2,79,43667000,5914447,190847249,1711010,3,0
1,29,31216000,3950415,52987539,21529417,4,0.017857
2,74,31444000,1387974,58009250,16813430,3,0
2,29,26962000,5332631,58451018,16702579,3,0
1,74,42600000,4050501,78029505,66877306,2,0
2,39,38726000,7357763,91471801,43999513,2,0.038961
1,79,29429000,3818320,90026129,90026129,3,0
2,64,31755000,3535699,117069765,22049869,2,0
2,49,51596000,14266195,298163497,30967364,3,0.073593
1,39,50116000,9330062,116748259,42160403,3,0.069444
1,24,24645000,1894265,44612393,5424902,4,0
1,44,62167000,8574256,150634723,43694199,3,0.057471
2,44,56526000,11110378,237574623,31580782,3,0.075658
2,69,29880000,2339035,24421122,17026899,2,0
1,54,81562000,10554687,263762433,75759611,3,0.078125
1,39,46477000,7375222,97109397,39937091,4,0.083333
2,24,21250000,1908953,8836076,0,4,0
1,24,22714000,1788787,36443460,12257947,4,0.025641
2,24,21745000,2568019,9878300,6266393,4,0.025641
1,74,24667000,2163994,63511009,20000000,3,0.111111
2,29,28893000,2916123,25887123,25887123,3,0
2,54,29782000,4606170,54168542,19793276,3,0.028571
2,59,29839000,3245795,106625770,10061477,3,0
1,54,39996000,3223942,101618089,25220057,4,0
2,49,33828000,5368190,72781473,14010158,3,0.027027
1,54,48790000,5328575,87576796,20090210,4,0.121951
1,49,41958000,5790517,51762693,20531304,4,0
1,74,38196000,3424892,45870684,16464105,3,0.047619
1,29,28457000,3813175,45522170,14518775,4,0.03125
1,79,24930000,579579,44000000,44000000,3,0
2,44,33255000,8654568,76362589,21743574,4,0.03125
2,34,31111000,6208829,69703666,33347237,3,0
2,79,24667000,673074,16217897,15475276,4,0
1,59,47713000,7577918,72563679,28389018,4,0.089286
1,49,46150000,6901259,113331838,25586723,4,0.131579
2,64,34994000,1511619,63815257,26323428,3,0
2,29,25617000,7151103,54489942,17903515,4,0.086957
1,34,37460000,10380548,61743024,17665189,5,0.129032
1,44,43538000,8367463,93832450,35514471,3,0.204545
2,54,32429000,4799874,20907040,11949284,3,0
1,74,25400000,1956418,59241377,36706667,3,0
2,74,24750000,668095,36136345,2507380,4,0
1,44,43938000,5506782,61524118,32424654,5,0.125
2,54,58075000,5573714,174521298,19913217,4,0.055556
1,69,28885000,2466714,49350982,18617943,3,0.055556
1,59,38216000,3004400,87518223,32473722,4,0.142857
1,99,17725000,190390,5000000,0,4,0
2,34,32754000,5535024,58441920,38237871,4,0.0625
2,39,32833000,5742470,11500000,0,2,0
2,49,34701000,7064280,58662149,27216780,4,0.076923
1,44,48227000,6922765,131120484,30754240,4,0.113636
1,69,25760000,3014221,74446642,14379663,3,0
2,24,28000000,2720168,1209602,1209602,3,0
2,59,32588000,4811481,130886046,23444844,4,0.04878
1,99,28500000,853560,30280000,0,3,0
1,79,31105000,1151352,184449883,29773225,4,0
1,64,40774000,5937610,92565934,30639403,4,0.045455
1,64,44233000,2178766,71889917,31400755,2,0.052632
2,29,24000000,3365517,7244043,10518730,4,0.0625
1,39,40920000,6006584,68375706,24342679,4,0.1
2,69,23246000,2574925,61652992,18790328,3,0
1,64,32372000,5383165,78622144,23087278,4,0.02381
1,29,27881000,5276222,18439518,12184778,5,0.035714
2,64,26257000,3151934,309218671,10170432,4,0.034483
1,24,24250000,2386551,13100664,13100664,4,0
1,24,22230000,1971184,7851866,4974667,4,0.023256
1,69,24428000,3035607,79285767,35748090,3,0
2,64,29333000,3285952,73777905,8962727,3,0.043478
2,99,24000000,115572,17090000,0,4,0
2,99,23500000,32267,5700000,3000000,5,0
2,49,30000000,9240278,33791808,20083653,4,0.111111
2,69,37452000,1251501,58960960,10320960,3,0
2,79,36958000,3804304,309587865,7853145,3,0
1,29,26990000,4949209,36509341,5197576,4,0
2,44,30790000,6145806,72784348,16622778,4,0
2,59,32769000,2395853,136742109,8962584,3,0
1,39,39144000,5570989,45238289,33372652,4,0.058824
2,39,34816000,5464187,58985219,18947750,4,0.051282
2,39,29341000,5245263,72485159,32566371,4,0.12
1,59,41544000,5153545,198020061,28883515,3,0.071429
2,44,32375000,6344836,24466224,16554793,4,0
1,54,47708000,6147077,106263486,51368316,4,0.108696
1,49,44252000,6558932,130011078,25220078,3,0.173077
2,34,27289000,5735652,12175427,11638851,3,0.0625
1,34,37545000,5595119,63139006,25753456,4,0.25
2,34,29722000,5920031,50626676,24313888,4,0.030303
2,64,26123000,2469254,107073758,19725620,3,0.0625
2,99,23958000,90555,27118177,14145407,4,0
1,59,44427000,5607311,55374571,30786443,4,0.059524
2,59,29590000,4569414,94461754,17906274,4,0.039063
1,69,34390000,3045651,78457138,26852233,3,0.029851
1,69,28111000,3872168,74915701,30494059,2,0
2,59,30125000,5057985,42753147,21316714,3,0.045455
1,29,27413000,3508768,31870692,27523946,4,0.071429
2,39,32342000,4796802,31870598,18183460,4,0.034783
1,44,45144000,6366951,56473839,31712076,4,0.016949
2,79,19000000,321580,7465798,4902698,4,0
1,59,36667000,2086117,46600382,9695865,4,0
2,64,25808000,3475964,17455147,5260876,3,0
1,24,24375000,1909192,7554076,5690520,4,0
1,54,55428000,5397673,92095569,26828189,4,0.025641
2,54,28689000,5433313,66337241,18009416,3,0.028037
1,79,32540000,1021419,86987505,25531926,4,0.014286
1,34,34390000,5821023,82837936,25397714,4,0.086022
2,99,24333000,835935,66855090,0,4,0
2,54,29692000,4349591,59820799,20494960,4,0.023077
1,74,30186000,1728462,38587689,31356129,3,0.013699
1,54,39843000,5189495,77616116,23985578,4,0.060811
2,24,21435000,2196852,25888484,9187676,4,0.018018
2,74,21990000,827060,65850066,23340482,4,0.022989
2,29,26617000,4060455,22905831,13736489,3,0.012195
2,79,33546000,492810,76231945,19961863,4,0
2,49,31409000,4724774,60219921,24799432,4,0.037313
2,34,28845000,5018228,32115727,13502897,4,0.022989
2,29,24849000,3691815,24356220,12250608,4,0.012658
1,49,42724000,6339205,70333150,19626087,4,0.043478
2,69,20400000,2088889,37931938,8354674,3,0
1,39,38946000,5199003,103527969,20742552,4,0.075758
2,44,34679000,6390581,47896663,24175779,4,0.031746
2,44,31730000,4774706,33189178,10645727,3,0.025641
1,64,41028000,4455428,87633446,19987673,4,0.050847
1,34,37443000,5017176,47392873,31688968,4,0.089744
1,79,25167000,400182,4098191,4098191,3,0
1,49,43840000,5514486,115428565,35160148,4,0.053691
1,24,23292000,1893640,12535339,16044674,4,0
2,39,30389000,5898987,56419693,19318576,3,0.026667
1,74,23571000,1872534,31254232,2104483,3,0.076923
1,99,26238000,321545,59070538,13926076,4,0
2,24,21254000,2575638,7456812,5241696,4,0.013158
2,49,34971000,5326581,94719277,21373545,3,0.042553
1,44,42871000,7380890,92303886,26399124,4,0.076336
1,39,38953000,7210368,34548888,20770994,4,0.096774
2,74,21229000,1354143,37966667,41450000,3,0
1,64,31001000,3541525,31849974,15602707,4,0.017857
2,69,24663000,2032432,59686964,11054274,3,0.021053
1,29,28233000,4014837,17506515,10384905,4,0.021978
1,59,41706000,3860172,105762710,21977518,4,0.027972
2,49,34120000,5736353,69367078,27366842,4,0.107143
1,44,38336000,5590440,33526428,18988958,4,0.08
2,99,23800000,94270,713320,713320,4,0
1,59,42160000,4876988,308525848,33268674,5,0.107143
1,24,24667000,1407763,232931,0,4,0
2,69,58454000,1466637,208900000,26500000,4,0
2,34,26593000,10564950,22182227,16608729,5,0.333333
2,74,19500000,872736,167583333,86000000,4,0
1,39,37655000,5329229,99918178,20168344,5,0.064516
2,54,37831000,4212304,231988555,15839040,3,0
2,39,32351000,7267407,40704680,15693173,3,0
2,39,39233000,5283838,153422306,17863472,4,0.066667
1,74,33750000,1409189,448427899,24003331,3,0
2,99,24000000,251532,34408601,9809369,4,0
2,24,19625000,3363250,3705686,4456398,5,0
1,74,30333000,3554117,22914459,6449923,4,0.0625
1,29,27400000,5044796,13898254,13430166,5,0.25
1,69,38782000,2265524,500327342,51574245,3,0
2,24,23500000,2053474,7092062,7092062,4,0
1,24,23667000,1392305,3353924,3353924,4,0
2,64,39654000,2766789,128908372,25597869,4,0
1,69,30097000,1702230,71853475,19868128,3,0.052632
2,69,21333000,2162358,7780624,7780624,4,0
1,34,34966000,7265315,11268960,8817238,4,0
1,49,55567000,4372329,219575329,34961027,4,0.185185
1,39,40585000,6847542,76371281,16843534,3,0.071429
2,44,30766000,6978766,72393169,35996687,4,0.095238
2,34,28716000,4788468,11871557,10185847,4,0
2,79,29000000,1059698,40500000,40500000,4,0.125
1,54,39904000,5040587,101957644,34275612,4,0.086957
1,99,27000000,565049,97586712,14196498,4,0
1,54,38607000,2260142,107488595,15411092,4,0.037037
2,54,32452000,5984880,156119107,25073406,4,0.038462
2,59,26476000,4920197,145908171,18721167,4,0
2,74,0,194128,23000000,0,4,0
2,64,32700000,3331090,31167509,9117198,3,0
1,34,31276000,3577853,99284135,26487245,5,0.117647
1,79,72128000,1338971,100829830,26045814,4,0
2,39,30579000,4656643,49361457,26719806,4,0.095238
2,79,44137000,89316,72364374,16348524,4,0
1,54,56408000,4881033,251525433,44165953,4,0.135135
2,59,34108000,3768284,102527922,54104262,3,0
1,64,46568000,3177455,273956748,26744854,4,0
2,44,28563000,5686681,29993693,12981323,4,0.043478
2,54,28493000,3178964,86938503,24304386,4,0
2,44,29857000,5649627,62696653,9524762,3,0.083333
2,29,24000000,3477363,7826682,6838612,4,0
1,59,52821000,2330865,184389606,51055561,4,0.030303
1,64,30078000,2023919,71450716,19959186,4,0
1,64,38842000,2883084,109107000,42574364,3,0.032258
1,29,28117000,3384965,14595034,15339184,4,0
2,29,27293000,3537105,72730460,16782878,3,0
2,69,24414000,3660758,232312696,13062696,3,0
1,24,24236000,2308982,16015337,10189382,4,0
2,99,22000000,296450,0,0,4,0
1,44,44850000,7926424,125218042,23169364,4,0.083333
2,79,40900000,1515718,0,0,3,0
1,29,30200000,5829171,25719412,6373863,5,0.117647
1,99,43898000,435960,40599490,35263413,4,0
2,64,24733000,3063344,118349396,34314592,4,0.04
1,59,38191000,4899487,120238536,42206518,4,0.032258
1,49,37803000,4667351,260916992,32915630,5,0.103448
2,59,27624000,3428964,88560802,9664944,3,0.066667
2,34,33806000,6015316,47235270,23846178,4,0
1,44,44647000,6622373,93606493,38771320,4,0.2
1,74,40573000,1406697,122403448,40619640,4,0
2,49,73768000,9377907,225224854,20922859,4,0
2,29,29182000,3749648,80327098,4826196,3,0.090909
1,49,43820000,4656363,80524575,21273144,4,0.025
2,49,33421000,5655322,64071227,14167539,4,0
1,99,25667000,1602278,50000000,0,4,0
2,74,25000000,895955,76079566,26497085,4,0
1,34,33213000,5326520,30086620,18811267,4,0.176471
1,39,37285000,5303558,137474293,20304711,4,0.071429
1,69,34679000,2021702,91141669,33770072,4,0
2,24,0,2083826,2147632,2147632,4,0
1,34,32847000,4235534,62206625,29685748,4,0.272727
2,74,21333000,816141,12680000,0,3,0
2,34,30494000,8651602,37327662,16336218,3,0.076923
1,39,40131000,6625604,67132285,19517913,4,0.121951
1,64,32819000,4808076,47771251,31347017,4,0.045455
2,39,33897000,6822702,82534354,24759187,3,0.025
1,74,40323000,1322672,82069558,22819432,3,0
2,64,32436000,3305577,131508121,17572224,3,0.034483
2,69,22178000,1579340,151651125,18095516,3,0
2,24,20941000,2114866,5188000,4376000,4,0
1,44,41052000,9095257,59997180,19519795,5,0.070175
2,59,30242000,7567876,118897850,21775416,4,0.08
1,24,23000000,1833774,2488933,2488933,4,0
2,44,28811000,7670520,105098116,19015745,4,0.051282
1,79,26500000,451804,37866900,0,4,0
1,59,44926000,8418487,212728382,18657157,3,0.030303
1,54,44530000,6068454,92673014,38247348,4,0.116667
1,29,29368000,4524095,38618356,11669735,4,0.096774
2,49,38438000,7121533,68393848,15019102,4,0.030769
2,29,24812000,3939327,40199090,16777316,3,0
2,54,30513000,5636483,105687094,25932380,3,0.025641
2,79,25500000,2722248,4423078,3926912,4,0
1,49,45999000,5653705,293629865,28596164,4,0.102941
1,69,30200000,3437640,118295082,17836614,3,0
2,69,27100000,1764931,64629272,8478595,3,0
1,24,23917000,2495286,48112504,1993802,4,0.018868
2,74,22200000,1033962,15000000,15000000,4,0
1,69,30232000,4115570,58769838,25402651,4,0
2,74,27633000,537344,49702660,11321355,4,0
2,49,29512000,9057425,50263983,20919048,4,0.016667
2,79,39205000,1522217,76239103,26206891,4,0
2,49,32565000,4226343,61142296,14073152,4,0.027027
1,44,41212000,6109463,184354543,40694413,4,0.123596
1,34,35130000,5298725,51272683,27936362,4,0.020833
2,79,20333000,749219,3000000,0,3,0
2,39,32066000,6094144,50757713,20253888,4,0.027778
2,24,20421000,2231469,12584926,13336846,4,0.02
2,64,27211000,3515669,62501663,13877976,3,0.029412
2,44,34249000,21563703,62082039,15184389,3,0.111111
2,64,26607000,3018240,90535349,23210738,4,0.039216
2,39,33463000,5423265,39613947,9836433,4,0.044444
1,74,28888000,1517155,74199994,31580359,4,0
2,69,29934000,1197003,331842409,31851547,4,0.035714
2,99,24857000,48250,38906702,13177837,4,0
1,24,23517000,1841569,1750000,1750000,4,0
1,79,26133000,2711479,43950240,14266986,3,0
2,29,26095000,4608337,12091859,9643192,4,0.03125
2,24,21000000,2159145,2977094,4315642,4,0
1,79,30333000,844024,18431185,19485083,3,0
2,54,32486000,3863393,50647094,37750244,4,0
1,44,42895000,4540285,187771442,24641873,4,0.210526
1,39,38981000,4704872,63085064,19332914,4,0.1
2,34,35385000,4579725,41980578,16763692,3,0.05
2,74,28983000,631152,87192446,26642196,4,0
1,64,31217000,2611034,71081713,21493193,4,0.028571
2,34,33176000,4967047,14977685,11900785,3,0.042553
2,39,31788000,5598222,85055939,16939035,4,0.037736
1,74,28933000,2840953,28847470,10745924,3,0.047619
2,29,25830000,3473771,21338778,17273911,6,0
2,59,33039000,4182612,85850871,13832986,4,0
1,49,42736000,5929141,110920358,24219952,4,0.1
1,49,41565000,5799948,127906410,24773961,4,0.148515
1,79,28026000,1450032,37565896,18620091,4,0
1,54,40228000,3902290,84317088,24467458,4,0.017544
1,64,33220000,4095255,43795655,15422715,3,0.09375
1,34,32747000,4797958,25485140,22857554,4,0.1
1,34,35456000,5913967,24842095,19715423,4,0.047619
1,24,24000000,2020786,7194270,6959923,5,0.027778
2,99,23983000,135547,12964578,11607631,4,0
2,29,23588000,3550393,41533018,14782907,4,0.074074
1,69,41089000,4617288,90926572,25851083,3,0.019608
1,69,37661000,1624174,86720366,23916626,3,0.029412
2,24,21786000,2687239,12083088,11716421,4,0
1,59,41332000,3921112,199871317,26221759,4,0.045455
1,39,37574000,5266491,42183350,29747189,4,0.12069
2,44,34615000,5045835,39033198,31519709,4,0.045455
1,64,31866000,3018314,148802563,30934094,4,0.043478
1,54,39083000,4284563,61102966,18222678,5,0.047619
1,29,28551000,2899561,33058872,33058872,5,0.043478
2,79,22643000,592907,30215630,8866527,4,0
1,99,26500000,405402,6282346,6282346,3,0
1,99,28358000,545818,39939891,13209969,4,0
1,54,46589000,6208210,99975345,18138808,4,0.102041
1,59,40284000,3719610,113284592,24439591,5,0.072727
2,59,30763000,3257717,86261933,10979956,4,0.047619
2,69,33209000,1758674,242005515,13647788,4,0.051282
1,29,27596000,3216435,30735965,9526055,4,0.085714
2,54,29132000,2819047,79724467,12717848,4,0
1,74,34888000,1409039,182297763,27221143,4,0.019608
2,34,29037000,4361352,48691610,23329181,4,0
1,49,41254000,6446071,120015558,27158543,5,0.034483
2,64,25907000,1984931,52187601,18457085,4,0.028169
1,44,40721000,5608938,48863013,29641304,4,0.073171
2,49,40158000,4705623,84322195,32932776,4,0.071429
2,54,33840000,5416616,142313574,24038168,4,0.072464
2,99,15000000,516046,3597486,3694971,4,0
1,29,29457000,3551618,25619176,10826233,5,0.017544
2,44,31597000,5266639,49871733,18010956,4,0.070423
1,39,40269000,4458634,119694546,37224342,4,0.018519
2,59,31748000,4409860,32139908,9962973,3,0.016129
1,99,33863000,166752,35644043,21533876,4,0
1,59,40348000,3676390,20433392,14708151,4,0.057143
2,69,19600000,1284019,23136894,10636894,4,0
1,69,27474000,2341857,15405923,19292567,3,0
2,79,21000000,204199,9521560,0,4,0
1,24,24000000,2111692,12584896,4835211,4,0
1,39,35148000,5264985,50566170,19476567,5,0.020833
1,44,41393000,5988863,40959494,21936101,4,0.088889
1,29,28182000,3861822,10116212,11332764,4,0
2,54,31571000,3799331,53022140,19024788,4,0.071429
1,54,42420000,5794106,105605953,23408622,4,0.116279
1,54,42966000,6190344,52831393,37026046,3,0.057143
1,64,53227000,3524611,158585190,32050540,4,0.066667
2,69,22184000,844756,45478095,21196916,4,0.076923
2,49,32393000,7248227,73409833,26564515,3,0.030303
2,99,25600000,18456,4084400,0,4,0
2,99,22000000,265034,6745976,0,4,0
2,39,35087000,5513123,62398235,29496533,4,0.05
2,59,31469000,4167991,126445197,26512818,3,0
2,39,30865000,4439119,56368065,9634013,4,0.025641
1,74,55253000,2275420,125805260,18592143,4,0
1,99,26000000,789340,26778086,16000000,3,0
2,44,32753000,5940639,222604872,18200839,3,0.045455
2,79,0,3623770,7284971,7284971,4,0
1,79,25000000,480375,22003828,13058812,4,0.090909
1,39,37056000,8902709,296433948,56948437,3,0.055556
2,34,26620000,3456403,45890674,12663575,5,0
2,74,17963000,508816,53080000,0,4,0
2,29,33997000,4029220,20527660,9567235,4,0
2,24,20249000,2572656,13786408,9132309,4,0
2,44,30216000,5752022,100826878,13460783,3,0.068182
1,29,28222000,3859435,21194571,22327132,4,0.02381
1,44,41952000,3898288,54138958,30036301,4,0.0625
2,64,26965000,2580705,20370888,13151581,3,0
2,54,32420000,5805940,49733794,17030815,3,0.055556
1,59,43693000,3762754,71970935,35879168,4,0.116279
1,69,41540000,1849699,96958791,23937386,3,0
2,59,27888000,4555926,71940420,16645860,3,0.026316
2,64,25098000,1934699,127479105,53014324,3,0.0625
1,74,28833000,2819490,11222508,11222508,2,0
2,24,18500000,1262394,0,0,4,0
1,64,36225000,5068013,137229782,17921508,4,0.032258
2,29,27400000,5923574,33318942,21383938,5,0
1,34,35860000,5137530,33535227,25730748,4,0.086957
1,34,34298000,7883663,100906107,25099903,4,0.0625
1,24,39990000,1986413,29079978,29079978,4,0
1,49,42662000,3850147,51793812,15365875,4,0
2,74,24938000,1519839,103970000,29000000,4,0
1,49,43150000,6427736,36111873,14305816,3,0.018182
1,59,41870000,5531357,52862555,30710871,4,0.056604
2,49,32662000,5825434,111430589,18488626,3,0.09375
1,79,37319000,1667783,23902685,34667109,3,0
2,34,27773000,6443886,13162842,10560238,3,0
2,59,32176000,4305323,72973862,30045859,3,0.045455
1,64,46660000,5181990,165661071,114362728,3,0.037037
1,99,48974000,870601,52442948,36416648,3,0
1,24,23658000,1972119,7171587,2187761,4,0.005682
2,54,33489000,8136617,93131670,17540756,4,0.075
2,54,38112000,5952953,130314685,25062464,3,0.033708
2,44,37839000,4967993,80036029,18695364,3,0.074074
2,34,30049000,7675572,32355053,16478559,3,0.09375
2,79,23286000,646854,44274295,7383330,4,0
1,79,57838000,1409812,34206667,49000000,5,0
2,29,27758000,4924382,37698271,8318314,3,0.013333
1,34,36596000,5633437,83584943,32889039,4,0.077922
1,39,40770000,8576683,94796498,22922945,4,0.141593
2,99,25000000,151581,0,0,4,0
1,29,30434000,3786120,32849798,24157338,4,0.064103
1,39,40876000,6104167,81480099,29549672,3,0.097561
2,69,26617000,1484195,125047356,22117516,3,0.02381
2,44,34785000,8374683,80790371,22576318,3,0.100629
2,64,28075000,3442486,111517015,27893254,3,0.042105
1,74,42026000,3144141,124373209,32732708,3,0.058824
1,59,44042000,5409276,81479560,18963179,4,0.086957
2,49,39736000,7482932,94521098,28279295,3,0.033493
2,24,20600000,2113996,19382093,12219015,4,0.052632
1,49,49456000,6436414,291836461,40628802,4,0.194444
1,54,50304000,5625653,106569365,24580628,4,0.176471
1,64,48619000,5946745,183077960,26563494,3,0.093023
1,74,35548000,3039097,364827849,29779284,3,0
1,29,29601000,4442422,31240395,16360798,5,0.073171
1,54,59312000,8907059,129165623,39283687,4,0.056604
2,24,21671000,2462894,10694315,12363619,4,0
2,39,33176000,7999012,76061854,23554216,4,0.062937
1,34,33056000,6057117,157328730,24513988,4,0.125
1,49,56612000,8192498,136040548,25405534,4,0.124378
1,24,23750000,1710320,11410550,10088050,4,0.029412
2,64,28619000,4980403,52502980,15026445,3,0.055556
1,79,34332000,1240202,67666962,8746962,3,0
2,39,34706000,21362118,97501786,24076683,3,0.121212
2,34,33372000,5428246,82407348,20310296,3,0.096774
2,74,24000000,2502680,7250000,7250000,4,0
2,69,25000000,2848921,53720225,18563991,3,0
2,49,39544000,5884196,108062076,32421452,3,0.054054
2,29,25345000,4593786,23309648,16476314,4,0.125
2,59,37716000,4637729,91593794,21869204,3,0.066038
1,69,42556000,3102001,235470147,25306503,3,0.037736
1,44,48389000,7774591,134846426,37629408,3,0.116438
1,69,45936000,2857021,102378492,38253961,3,0.035714
1,44,41863000,5859561,70121703,26526937,4,0.111111
2,74,41646000,2098121,57635942,17312619,4,0.034483
1,59,56624000,5696362,202117178,30767859,3,0.070313
2,64,56338000,1573732,117740692,50502263,3,0.0625
1,29,30003000,4440992,35437482,9665478,5,0.047619
2,49,42905000,5906253,120463308,19802598,4,0.042553
1,99,27750000,270868,15623333,16750000,4,0
1,54,42422000,5953664,110630599,18997460,5,0.072464
2,24,22071000,2760173,0,0,4,0
2,39,29611000,3853602,38132021,15961577,4,0
1,99,32800000,1301189,60336140,1200000,4,0
1,64,56466000,3563231,97824302,24963475,4,0
2,74,0,627939,53770000,15500000,5,0
2,29,27318000,5386926,36234800,14606180,4,0.111111
2,59,28623000,3433413,139418334,21008135,4,0.038462
2,69,20900000,926262,26217114,19525670,4,0.058824
2,54,31921000,4805790,69778345,17379829,4,0.074074
2,54,36703000,5774271,181815249,21982039,4,0.089552
1,49,50789000,7208399,115362394,21165217,4,0.107143
1,24,22667000,1818621,10234142,5776213,4,0
1,44,41358000,5884349,79725031,27921974,4,0.095238
2,34,29789000,5769639,19666960,14497264,3,0.111111
1,29,29268000,4279848,37781377,16379475,5,0.096774
2,44,30928000,8664274,52888559,19933558,5,0.045455
2,59,44978000,3247304,144762934,19444746,3,0
2,99,31087000,186048,60666930,8985396,4,0
1,59,39722000,3089765,200900714,27061780,5,0.054054
1,74,43946000,1177018,156462176,45057600,3,0
1,69,68634000,2204922,85330362,34536607,3,0
1,79,25250000,660652,24600000,31000000,3,0
1,39,36893000,5172323,73566200,28785661,5,0.129032
2,49,33444000,4242401,27866320,5350772,3,0
2,64,25658000,2460526,133928933,13336704,4,0
1,39,33611000,3570927,59575133,14412413,4,0.176471
1,24,25000000,2363163,11787492,4211000,4,0.035714
2,74,21570000,185640,17000000,13000000,4,0
2,44,33259000,7607934,118959690,19818466,4,0.076923
1,44,38219000,4006276,76888794,28107273,5,0.166667
1,49,44458000,6478135,136535750,34223622,4,0.149254
2,69,28537000,1923035,61618283,17940540,4,0.038462
1,64,38666000,3762631,231167701,28653654,4,0.092593
1,69,31246000,2608351,129977334,38805411,3,0
2,79,22333000,295723,15620707,4662122,4,0
1,74,47684000,2210934,98693977,21239286,4,0
2,24,21125000,1768117,12814537,12814537,4,0
1,34,30637000,4914477,45767534,24807534,5,0.0625
1,79,31925000,1346174,118313245,11826603,3,0
2,99,24250000,18405,100000000,0,4,0
2,29,26122000,5338219,17389472,17389472,4,0.058824
1,54,54818000,5166593,136309418,25845243,5,0.030303
2,34,28611000,4976833,51625578,30117355,4,0.12
1,59,60493000,4410684,121202075,31825222,4,0.102564
1,34,38573000,4874897,31992679,10553707,4,0.1
1,59,37984000,5047241,153198695,33057770,4,0.04
1,29,28412000,6067406,17266623,14882812,5,0.034483
2,64,27571000,660589,43748389,20542352,4,0
1,99,26667000,9575,33187104,0,4,0
2,49,29472000,5263639,48651755,10780870,5,0
1,39,37710000,5994139,47926458,14013379,4,0.076923
2,74,25667000,615082,39857899,0,3,0
1,24,22750000,1926987,7878892,7878892,4,0.018519
2,34,31236000,4785308,34076734,15776734,4,0
1,34,32871000,5109797,77344522,10262723,5,0.035714
1,44,44416000,5076787,66633843,27794407,4,0.16129
1,74,26625000,1428981,36947214,197065,3,0
2,99,28020000,249267,91932244,23500000,4,0
2,39,27329000,5286765,39627521,17850591,4,0
2,79,22333000,41239,0,0,4,0
1,69,26250000,2808926,73426368,14867569,3,0.037037
1,79,30201000,1130457,132125560,28111606,4,0
1,54,48346000,4847145,215879428,56570082,3,0.041667
2,54,33379000,4999090,123585983,20503419,4,0.0625
1,49,44039000,6765856,68215704,28913693,4,0.068966
1,64,33116000,5323297,158023481,34702649,3,0
2,29,24084000,3890204,14099384,8459387,4,0.045455
2,39,33618000,8543975,101949679,12340159,3,0
2,54,28665000,4921909,41433897,15414756,4,0.041667
2,69,20778000,2058356,14199216,4935078,3,0
2,34,25866000,3894889,41602682,31255783,3,0.034483
1,79,26250000,358292,0,0,3,0
2,24,20333000,2371477,8725425,10000000,5,0
2,69,27750000,2079383,26433385,6428630,4,0
2,44,30429000,5286632,9600631,7492554,4,0
1,54,40808000,5522517,61465543,35368519,4,0.083333
1,24,25000000,2195907,0,0,4,0
2,24,20538000,2607168,3331928,3331928,4,0
1,44,33794000,6591115,152836648,25153765,5,0
2,29,27749000,5568864,13700945,13700945,4,0.090909
1,34,44143000,3220034,61083556,24751254,4,0
2,59,29972000,3803179,83017809,16673473,3,0.136364
1,59,39293000,3882140,38494956,14727415,4,0.04
2,79,24228000,163571,23713230,26000000,4,0
1,29,28538000,4535494,38117222,8782911,5,0.052632
2,49,34400000,5358999,39242799,14323181,3,0.052632
2,44,28900000,6138953,20629752,8922564,4,0
1,39,35827000,4291235,38569334,19043694,4,0.02
1,49,53674000,8716277,234443782,36818495,4,0.096774
2,59,29577000,2957545,48315322,27092227,3,0.022222
1,64,32939000,3717163,59051559,15671113,3,0.030303
1,69,55775000,1470318,213917010,43315493,3,0.04
1,74,37433000,1387852,122575658,44790300,3,0
1,99,34444000,501366,255875151,22500000,4,0
2,64,25179000,2796441,53785912,25267337,3,0.02439
2,99,16000000,48262,21331844,0,4,0
2,74,23000000,227842,116943900,18000000,4,0
2,59,38950000,5445012,345091592,18040044,3,0.078125
2,34,29980000,5234381,14843147,13848173,3,0.026316
2,29,24167000,5379260,9066266,7550120,4,0
2,49,36186000,6471970,72681946,19089895,3,0.068966
2,49,37161000,8223455,116410053,35004201,3,0
2,44,28765000,5502433,28577507,13630051,4,0.036585
1,59,40886000,4042938,59759206,22791220,4,0.064516
1,64,28326000,2227036,157381789,16842176,4,0.028571
2,24,20318000,2672697,46265986,5832483,4,0
1,74,53146000,1794622,251821850,35768095,3,0
2,79,22667000,497314,3074498,2448997,4,0
1,49,36106000,5868069,52262311,16278016,4,0.096154
2,54,47963000,5186474,144042002,18446858,3,0.064516
1,59,34582000,4101912,35556126,14599165,4,0.072165
2,39,29993000,5458790,98418219,18001577,4,0.075
1,64,35534000,3074644,107408267,10776404,4,0
2,49,29609000,5649942,36752445,11712933,4,0.012195
2,64,27333000,3548600,61335400,10094022,4,0
1,69,38135000,5574174,217721537,15463916,3,0
2,64,22334000,4760809,20766999,5816188,3,0.00813
2,69,22455000,3250194,89858714,10279190,4,0
2,44,30412000,6297790,21687738,13780527,4,0.095238
1,39,42613000,7084813,91132700,17417690,4,0.068966
1,59,50125000,5134097,75763122,22077868,4,0.026316
2,34,30200000,5617754,49946227,7285344,3,0.023256
1,79,22800000,821438,2000000,2000000,3,0
2,64,26696000,4074190,38635634,7833046,3,0.103448
2,29,24411000,3671797,36753361,9514509,4,0.023256
1,49,47164000,9423455,67516587,23839674,4,0.065789
1,44,47386000,5617486,103240754,25905277,4,0.131579
